text,chapter,source
1991年11月25日-29日 中共十三届八中全会召开。全会通过《关于进一步加强农业和农村工作的决定》。指出，要把以家庭联产承包为主的责任制、统分结合的双层经营体制作为我国乡村集体经济组织的一项基本制度长期稳定下来，并不断充实完善。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
1943年11月，朱德在陕甘宁边区劳动英雄及模范工作者代表大会上讲话。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
毛泽东以中共红四军前委名义写报告给中央，进一步阐明“工农武装割据”的思想，得出中国红色政权能够继续存在和发展的结论。这篇报告和《中国的红色政权为什么能够存在？》一起，为从理论上和实践上解决中国革命的道路问题指明了方向。报告指出：中国红色政权能够存在的原因，在于有买办豪绅阶级间的不断的分裂和战争。只要这个分裂和战争是继续的，则工农武装割据的存在和发展也将是能够继续的。它的存在和发展，还需要具备下列条件：有很好的群众；有很好的党；有相当力量的红军；有便利于作战的地势；有足够给养的经济力。关于割据地区的战略问题，报告根据中国特殊情况提出新的战略：在统治阶级内部发生破裂时期，我们的战略可以比较地冒进；在统治阶级政权比较稳定的时期，我们的战略必须是逐渐地推进的。湘赣边界割据的具体策略是：坚决地和敌人作斗争，造成罗霄山脉中段政权，反对逃跑主义；深入割据地区的土地革命；军队的党帮助地方党的发展，军队的武装帮助地方武装的发展；对统治势力比较强大的湖南取守势，对统治势力比较弱的江西取攻势；用大力经营永新，创造群众的割据，布置长期斗争；集中红军相机迎击当前之敌，反对分兵，避免被敌人各个击破；割据地区的扩大采取波浪式的推进政策，反对冒进政策。报告对湘赣边界的军事问题、土地问题、政权问题和党的组织问题分别进行了具体论述，阐明了党的领导、武装斗争、土地革命和根据地建设之间的密切关系，其中涉及到在农村建立革命根据地的许多基本问题，如土地革命中如何争取中间阶级的问题，政权建设中如何推行民主制度的问题，建党问题上如何纠正非无产阶级思想的问题。报告特别强调：我们感觉无产阶级思想领导的问题，是一个非常重要的问题。边界各县的党，几乎完全是农民成分的党，若不给以无产阶级的思想领导，其趋向是会要错误的。这篇报告以《井冈山的斗争》为题，收入《毛泽东选集》第一卷。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
江泽民在加拿大温哥华举行的亚太经济合作组织第五次领导人非正式会议上讲话指出：亚太经合组织的唯一使命，就是开展经济合作，不宜把讨论的范畴扩展到社会、政治、安全等非经济领域。要坚持有所为有所不为的原则，专心致志推进经济合作。贸易和投资自由化对任何成员来说都是相对的、有条件的，需要充分考虑各成员之间的差异和实际情况，坚持自主自愿、互惠互利、协商一致的原则。要在平等互利、优势互补的基础上，提倡发达成员以其经济技术优势帮助发展中成员，而不应该损害他们的利益。经济技术合作与贸易和投资自由化是紧密结合的，应该相互促进。加强地区和世界的金融合作，维护正常的国际金融秩序，共同防范国际游资过度投机的冲击，创造良好的金融环境，对所有国家都有利。这篇讲话以《开展经济合作是亚太经合组织的使命》为题，收入《江泽民文选》第二卷。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
习近平在中央军委军事训练会议上强调，全军要贯彻新时代党的强军思想，贯彻新时代军事战略方针，坚持聚焦备战打仗，坚持实战实训、联战联训、科技强训、依法治训，发扬优良传统，强化改革创新，加快构建新型军事训练体系，全面提高训练水平和打赢能力，为实现党在新时代的强军目标、把我军全面建成世界一流军队提供坚强支撑。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
他指出，要加强战略谋划和顶层设计，扎实推进军事训练转型。要强化战训一致，坚持以战领训、以训促战，做到按实战要求训练，实现作战和训练一体化。要强化联合训练，坚持以联为纲，发展我军特色联合训练体系，加速提升一体化联合作战能力。要强化训练管理，优化管理模式和流程，加强相关法规制度和标准手段建设，提高全周期、精细化训练管理水平。要强化科技练兵，增强官兵科技素养，加强新装备新力量新领域训练，发展先进训练手段和方法，大幅提高训练科技含量。要强化训练保障，优化布局、完善要素、创新方式，构设逼真练兵环境，加快构建高水平训练保障体系。要强化人才支撑，贯彻新时代军事教育方针，发挥院校教育、部队训练实践、军事职业教育综合育人功能，培养大批练兵备战行家里手。要尊重官兵主体地位，发扬军事民主，鼓励创新创造，把广大官兵练兵热情激发出来、练兵智慧凝聚起来。要在艰苦严格的训练中、在近似实战的环境中、在严峻复杂的军事斗争中摔打和锻炼部队，引导官兵坚定理想信念、磨砺战斗意志、锤炼战斗作风，始终保持一不怕苦、二不怕死的顽强战斗精神。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
11月25日 三北(西北、华北、东北)防护林体系工程建设启动。1990年5月7日，长江中上游防护林体系建设工程全面展开。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
11月25日-29日 中共十三届八中全会召开。全会通过《关于进一步加强农业和农村工作的决定》。指出，要把以家庭联产承包为主的责任制、统分结合的双层经营体制作为我国乡村集体经济组织的一项基本制度长期稳定下来，并不断充实完善。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
11月25日 国务院发出《关于进一步完善城乡义务教育经费保障机制的通知》。,《党史百年·天天读》· 11月25日,中共中央党史和文献研究院·党史百年·天天读
2019年5月31日  习近平在“不忘初心、牢记使命”主题教育工作会议上强调，开展这次主题教育，是用新时代中国特色社会主义思想武装全党的迫切需要，是推进新时代党的建设的迫切需要，是保持党同人民群众血肉联系的迫切需要，是实现党的十九大确定的目标任务的迫切需要。 他指出，“守初心、担使命，找差距、抓落实”的总要求，是根据新时代党的建设任务、针对党内存在的突出问题、结合这次主题教育的特点提出来的。守初心，就是要牢记全心全意为人民服务的根本宗旨，以坚定的理想信念坚守初心，牢记人民对美好生活的向往就是我们的奋斗目标，时刻不忘我们党来自人民、根植人民，永远不能脱离群众、轻视群众、漠视群众疾苦。担使命，就是要牢记我们党肩负的实现中华民族伟大复兴的历史使命，勇于担当负责，积极主动作为，保持斗争精神，敢于直面风险挑战，以坚忍不拔的意志和无私无畏的勇气战胜前进道路上的一切艰难险阻。找差距，就是要对照新时代中国特色社会主义思想和党中央决策部署，对照党章党规，对照人民群众新期待，对照先进典型、身边榜样，坚持高标准、严要求，有的放矢进行整改。抓落实，就是要把新时代中国特色社会主义思想转化为推进改革发展稳定和党的建设各项工作的实际行动，把初心使命变成党员干部锐意进取、开拓创新的精气神和埋头苦干、真抓实干的自觉行动，力戒形式主义、官僚主义，推动党的路线方针政策落地生根，推动解决人民群众反映强烈的突出问题，不断增强人民群众获得感、幸福感、安全感。“守初心、担使命，找差距、抓落实”是一个相互联系的整体，要全面把握，贯穿主题教育全过程。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
1984年5月31日 六届全国人大二次会议通过《中华人民共和国民族区域自治法》。2001年2月28日，九届全国人大常委会第二十次会议通过修订后的《中华人民共和国民族区域自治法》，明确规定民族区域自治是国家的一项基本政治制度。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
1939年5月，延安出版发行陈云撰写的《怎样做一个共产党员》。图为在解放区出版发行的四种版本。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
毛泽东在中共七大上作关于政治报告的结论，将代表们在讨论中提出的问题和意见，主要归纳为三个问题：国际形势，国内形势，若干思想政策问题。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
关于国际形势，结论指出：把世界引向进步，这是历史的总趋向。第三次世界大战的可能性今天不存在。资本主义有它的历史，现在总的说来，资本主义是向下的，但农业国中的资本主义是向上的，是不平衡的。中国也要发展资本主义，但我们是发展新民主主义的资本主义。新民主主义的资本主义将来还有用，在中国与欧洲、南美的农业国家中还有用，它的性质是帮助社会主义的。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
关于国内形势，结论列举了今后可能出现的十七种困难，同时提出了八条一定会胜利的理由，提醒全党高级干部既要看到困难的一面，也要坚信光明必定会到来的一面。现在的方针就是全党团结起来，克服困难。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
关于党内的若干思想政策，结论共讲了十三个问题，其中主要观点有：如无预见，即无领导，为着领导，必须预见，预见前途和可能发生的偏向。东北四省极重要，有了东北四省，我们即有了胜利的基础。在民主集中制的问题上，我们更要广开言路，打开窗户，不要怕打开窗户可能吹进沙子来，开窗户透空气的利益很大。我们党能不能领导大资产阶级？或能，或不能，有时能，有时不能，看情况决定。党性与个性的关系，即普遍性与差别性、集体与个人的关系问题，我们党内大大发展了个性，因为有了自由。《共产党宣言》中讲得很清楚：“每个人的自由发展是一切人的自由发展的条件。”不能设想把一百二十万党员变成一百二十万块木头，不能把党员变成一模一样，那会有什么党性！只要服从党，在此范围内尽量发展各人的长处，不要只喜欢那些纸糊泥做的人。这篇结论报告收入《毛泽东文集》第三卷。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
邓小平同胡乔木等谈到安徽农村改革问题指出：农村政策放宽以后，一些适宜搞包产到户的地方搞了包产到户，效果很好，变化很快。安徽肥西县绝大多数生产队搞了包产到户，增产幅度很大。“凤阳花鼓”中唱的那个凤阳县，绝大多数生产队搞了大包干，也是一年翻身，改变面貌。有的同志担心，这样搞会不会影响集体经济。我看这种担心是不必要的。我们总的方向是发展集体经济。实行包产到户的地方，经济的主体现在也还是生产队。可以肯定，只要生产发展了，农村的社会分工和商品经济发展了，低水平的集体化就会发展到高水平的集体化，集体经济不巩固的也会巩固起来。关键是发展生产力，要在这方面为集体化的进一步发展创造条件。具体来说，要实现以下四个条件：第一，机械化水平提高了。第二，管理水平提高了。第三，多种经营发展了。第四，集体收入增加而且在整个收入中的比重提高了。从当地具体条件和群众意愿出发，这一点很重要。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
习近平在“不忘初心、牢记使命”主题教育工作会议上强调，开展这次主题教育，是用新时代中国特色社会主义思想武装全党的迫切需要，是推进新时代党的建设的迫切需要，是保持党同人民群众血肉联系的迫切需要，是实现党的十九大确定的目标任务的迫切需要。 他指出，“守初心、担使命，找差距、抓落实”的总要求，是根据新时代党的建设任务、针对党内存在的突出问题、结合这次主题教育的特点提出来的。守初心，就是要牢记全心全意为人民服务的根本宗旨，以坚定的理想信念坚守初心，牢记人民对美好生活的向往就是我们的奋斗目标，时刻不忘我们党来自人民、根植人民，永远不能脱离群众、轻视群众、漠视群众疾苦。担使命，就是要牢记我们党肩负的实现中华民族伟大复兴的历史使命，勇于担当负责，积极主动作为，保持斗争精神，敢于直面风险挑战，以坚忍不拔的意志和无私无畏的勇气战胜前进道路上的一切艰难险阻。找差距，就是要对照新时代中国特色社会主义思想和党中央决策部署，对照党章党规，对照人民群众新期待，对照先进典型、身边榜样，坚持高标准、严要求，有的放矢进行整改。抓落实，就是要把新时代中国特色社会主义思想转化为推进改革发展稳定和党的建设各项工作的实际行动，把初心使命变成党员干部锐意进取、开拓创新的精气神和埋头苦干、真抓实干的自觉行动，力戒形式主义、官僚主义，推动党的路线方针政策落地生根，推动解决人民群众反映强烈的突出问题，不断增强人民群众获得感、幸福感、安全感。“守初心、担使命，找差距、抓落实”是一个相互联系的整体，要全面把握，贯穿主题教育全过程。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 全国各界救国联合会在上海成立。主要领导人有沈钧儒、邹韬奋等。该会制定了《抗日救国初步政策》，并发表声明，响应中国共产党“停止内战，一致抗日”的主张。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 六届全国人大二次会议通过《中华人民共和国民族区域自治法》。2001年2月28日，九届全国人大常委会第二十次会议通过修订后的《中华人民共和国民族区域自治法》，明确规定民族区域自治是国家的一项基本政治制度。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 江泽民在中央党校省部级干部进修班毕业典礼上讲话，强调“三个代表”是我们党的立党之本、执政之基、力量之源。贯彻“三个代表”要求，关键在坚持与时俱进，核心在保持党的先进性，本质在坚持执政为民。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 中共中央、国务院作出《关于进一步加强民族工作加快少数民族和民族地区经济社会发展的决定》。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 中共中央办公厅、国务院办公厅发出《关于设立国家预防腐败局的通知》，决定设立国家预防腐败局。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
5月31日 “不忘初心、牢记使命”主题教育工作会议召开。习近平总书记在会议上讲话指出，要牢牢把握“守初心、担使命，找差距、抓落实”的总要求，牢牢把握深入学习贯彻新时代中国特色社会主义思想、锤炼忠诚干净担当的政治品格、团结带领全国各族人民为实现伟大梦想共同奋斗的根本任务，努力实现理论学习有收获、思想政治受洗礼、干事创业敢担当、为民服务解难题、清正廉洁作表率的具体目标，确保这次主题教育取得扎扎实实的成效。,《党史百年·天天读》· 5月31日,中共中央党史和文献研究院·党史百年·天天读
1943年2月21日 毛泽东就庆祝苏联红军成立二十五周年与红军反攻的伟大胜利，致电斯大林、联共中央和红军将士们。贺电指出：红军和苏联人民是抵抗法西斯暴力的中流砥柱，是创造新的和平世界的急先锋。自从红军开始对德战争，世界形势就已经发生了显著的变化，现在由于红军的胜利，新世界的未来面目也更加明朗，更加确定了。一切形式的法西斯制度和法西斯思想，已经在全世界永远失去存在的余地。民族的自由、政治的民主已经成为新世界的确定不移的原则，我们中国人民欢迎这个新时代的到来，我们欢迎全世界一切反法西斯力量为争取这个新时代的团结和努力。中国人民对于这个新时代的首要任务就是更加团结自己，准备像红军驱逐德国侵略者一样地驱逐日本侵略者。我们相信，由于中国人民的团结奋斗，由于苏联、英、美的胜利和对于中国的援助，我们也一定能够转入反攻并取得最后胜利的。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
1972年2月21日-28日 美国总统尼克松访问中国。此前，美国乒乓球代表团于1971年4月应邀访华；美国总统国家安全事务助理基辛格分别于1971年7月和10月两次访华。尼克松访华期间，毛泽东会见尼克松，周恩来同尼克松举行会谈。28日，中美双方在上海发表《联合公报》，标志两国关系正常化进程的开始。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
1972年2月21日，毛泽东主席会见美国总统理查德·尼克松。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
毛泽东和张闻天、彭德怀以中共中央及军委的名义发出给李克农的训令。训令指出：估计张学良愿意与我们继续谈判，准备订立互不侵犯协定。我们的策略：处处把张学良与蒋介石分开；求得互不侵犯协定的订立；坚持抗日救国代表大会，坚持抗日讨卖国贼不可分离；如张学良提出取消苏维埃，则我们提出取消南京政府，在抗日救国代表大会中作取消双方政府、成立全国人民公意的政治制度的初步讨论；如张学良提出取消暴动，则我们提出取消一切国民党的压迫制度、封建剥削；要求停止内战，不拦阻全国红军集中河北，不反对红军充任抗日先遣队；原则不让步，交涉不破裂。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
毛泽东就庆祝苏联红军成立二十五周年与红军反攻的伟大胜利，致电斯大林、联共中央和红军将士们。贺电指出：红军和苏联人民是抵抗法西斯暴力的中流砥柱，是创造新的和平世界的急先锋。自从红军开始对德战争，世界形势就已经发生了显著的变化，现在由于红军的胜利，新世界的未来面目也更加明朗，更加确定了。一切形式的法西斯制度和法西斯思想，已经在全世界永远失去存在的余地。民族的自由、政治的民主已经成为新世界的确定不移的原则，我们中国人民欢迎这个新时代的到来，我们欢迎全世界一切反法西斯力量为争取这个新时代的团结和努力。中国人民对于这个新时代的首要任务就是更加团结自己，准备像红军驱逐德国侵略者一样地驱逐日本侵略者。我们相信，由于中国人民的团结奋斗，由于苏联、英、美的胜利和对于中国的援助，我们也一定能够转入反攻并取得最后胜利的。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
刘少奇在中南海西楼主持召开中共中央政治局常委扩大会议(即西楼会议)，讨论一九六二年国家预算和经济形势问题。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
陈云在二十三日的会上发表系统的意见，分析了当前经济困难的主要表现，提出了解决这些困难的六项措施：把十年经济规划分为恢复阶段和发展阶段；继续减少城市人口；采取一切办法制止通货膨胀；尽力保证城市人民的最低生活需要；把一切可能的力量用于农业增产；计划机关应把主要注意力从工业、交通方面转移到农业增产和制止通货膨胀方面来。对这六项措施，二十六日在国务院扩大会议上，陈云又作了进一步的阐发。这些讲话，成为西楼会议和随后出台的进行大幅度调整的一系列政策的基础。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
毛泽东会见应邀来华访问的美国总统尼克松和国务卿基辛格，双方认真、坦率地交换了意见。 晚上，周恩来举行欢迎宴会，并致祝酒词，指出：经过中美双方的共同努力，友好来往的大门终于打开了。中美两国的社会制度根本不同，在中美两国政府之间存在着巨大的分歧。但是，这种分歧不应当妨碍中美两国在和平共处五项原则的基础上建立正常的国家关系，更不应该导致战争。我们希望，通过双方坦率地交换意见，弄清楚彼此之间的分歧，努力寻找共同点，使我们两国的关系能够有一个新的开始。这篇祝词收入《周恩来选集》下卷。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
2月21日 中央人民政府公布《中华人民共和国惩治反革命条例》。条例根据党的镇压与宽大相结合的政策，规定处理反革命案件的原则和方法，使镇压反革命斗争有了法律武器和量刑标准，推动了运动的广泛深入发展。本年春，镇压反革命的群众运动形成全国性的高潮。5月16日，中共中央批准第三次全国公安会议的决议。这时镇压反革命运动已经取得伟大的胜利。鉴于有些地区逮捕了大批反革命罪犯亟须加以清理，一些地区开始发生“左”的倾向以及工作草率的现象，决议规定：自现在起，镇反工作采取谨慎收缩的方针，并集中精力处理积案。到1952年底，镇反工作基本结束。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
2月21日 国务院发布《关于发行新的人民币和收回现行的人民币的命令》。自3月1日起，中国人民银行发行新人民币，以新币1元等于旧币1万元的折合比率收回旧人民币。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
2月21日-28日 美国总统尼克松访问中国。此前，美国乒乓球代表团于1971年4月应邀访华；美国总统国家安全事务助理基辛格分别于1971年7月和10月两次访华。尼克松访华期间，毛泽东会见尼克松，周恩来同尼克松举行会谈。28日，中美双方在上海发表《联合公报》，标志两国关系正常化进程的开始。,《党史百年·天天读》· 2月21日,中共中央党史和文献研究院·党史百年·天天读
1960年5月7日 毛泽东同非洲十二个国家和地区的社会活动家、和平人士和工会、青年、学生代表团谈话。谈话指出：一九四九年，我们就基本上解放了大陆。不仅蒋介石怕我们，而且美国人也有点怕我们，因为我们把百分之九十以上的人都团结起来了。还是人要紧，是第一位的，武器是第二位的，是次要的。只要把人团结起来，手里掌握着武器，帝国主义者、殖民主义者就怕我们。当然不是只有打仗这一种方法，还有别的方法。又指出：人常常是有很多迷信的，迷信帝国主义是其中的一种；再有一种，是不相信自己的力量，觉得自己力量很小；认为西方世界很行，我们黄种人、黑种人、棕种人都是不行的，这也是一种迷信。我相信，白种人可以干的事，我们都可以干，而且可以比他们干得好些。我们得出一条经验，在战略上不怕敌人。我们在战略上完全有理由轻视它们，坚信帝国主义制度是要灭亡的，全世界人民是要站起来的。我们在战术上要谨慎，每一个步骤都要好好地研究，要重视它们，要认真办事。合起来就是，战略上藐视敌人，战术上重视敌人，这样才能敢想敢说敢做。大家要看一看中国的经验，我们很欢迎。有些经验也许可以作你们的参考，包括革命的经验和建设的经验。可是我要提醒朋友们，中国有中国的历史条件，你们有你们的历史条件，中国的经验只能作你们的参考。祝贺我们的团结，由于团结我们一定会胜利。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
2007年5月7日 中共中央、国务院发出《关于加强青少年体育增强青少年体质的意见》，指出广大青少年身心健康、体魄强健、意志坚强、充满活力，是一个民族旺盛生命力的体现，是社会文明进步的标志，是国家综合实力的重要方面。要高度重视青少年体育工作；认真落实加强青少年体育、增强青少年体质的各项措施；加强领导，齐抓共管，形成全社会支持青少年体育工作的合力。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
1936年2月至5月，毛泽东、彭德怀率军进行了东征战役。图为指挥东征战役时的毛泽东。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
毛泽东同非洲十二个国家和地区的社会活动家、和平人士和工会、青年、学生代表团谈话。谈话指出：一九四九年，我们就基本上解放了大陆。不仅蒋介石怕我们，而且美国人也有点怕我们，因为我们把百分之九十以上的人都团结起来了。还是人要紧，是第一位的，武器是第二位的，是次要的。只要把人团结起来，手里掌握着武器，帝国主义者、殖民主义者就怕我们。当然不是只有打仗这一种方法，还有别的方法。又指出：人常常是有很多迷信的，迷信帝国主义是其中的一种；再有一种，是不相信自己的力量，觉得自己力量很小；认为西方世界很行，我们黄种人、黑种人、棕种人都是不行的，这也是一种迷信。我相信，白种人可以干的事，我们都可以干，而且可以比他们干得好些。我们得出一条经验，在战略上不怕敌人。我们在战略上完全有理由轻视它们，坚信帝国主义制度是要灭亡的，全世界人民是要站起来的。我们在战术上要谨慎，每一个步骤都要好好地研究，要重视它们，要认真办事。合起来就是，战略上藐视敌人，战术上重视敌人，这样才能敢想敢说敢做。大家要看一看中国的经验，我们很欢迎。有些经验也许可以作你们的参考，包括革命的经验和建设的经验。可是我要提醒朋友们，中国有中国的历史条件，你们有你们的历史条件，中国的经验只能作你们的参考。祝贺我们的团结，由于团结我们一定会胜利。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
邓小平在会见马达加斯加政府经济贸易代表团时提出，科学技术本身是没有阶级性的，要把世界一切先进技术、先进成果作为我们发展的起点。指出：粉碎“四人帮”，全国人民都高兴。现在的情况比较好，人民的积极性调动起来了。实现四个现代化，我们清醒地看到这是一件艰巨的事情，但是是能够做到的。首先是我们有全党的团结，全国人民的团结。其次是我们已经建立了相当的物质基础。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
还有就是我们制定了明确的方针，要利用世界上一切先进技术、先进成果。科学技术本身是没有阶级性的，资本家拿来为资本主义服务，社会主义国家拿来为社会主义服务。我们要把世界一切先进技术、先进成果作为我们发展的起点。再加一条，那就是我们有丰富的自然资源。世界上先进技术发展很快，发展速度不是用年来计算，而是用月、用日来计算的，叫做“日新月异”。我们就是实现了四个现代化，工农业产品的产量和国民收入按人口平均来算，还是比较低的。我们的口号是少说空话，多做工作。谈到中国的对外政策说：我们现在还很穷，在无产阶级国际主义义务方面，还不可能做得很多，贡献还很小。到实现了四个现代化，国民经济发展了，我们对人类特别是对第三世界的贡献可能会多一点。作为一个社会主义国家，中国永远属于第三世界，永远不能称霸。这个谈话的一部分收入《邓小平文选》第二卷，题为《实现四化，永不称霸》。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
江泽民出席在莫斯科举行的纪念反法西斯战争胜利五十周年庆典。9日，在莫斯科伟大卫国战争纪念馆揭幕式上讲话。指出：历史表明，和平来之不易。世界大战的悲剧决不能重演。必须经常保持高度警惕，不断发展和壮大和平力量，遏制和消除导致战争的一切因素。历史表明，人民终究是自己命运的主人，是社会前进的推动者。凡是正义的和进步的事业必然要胜利，这是任何力量也扼杀不了和阻挡不住的。历史表明，社会制度与意识形态不相同的国家能够联合起来，共同对付人类生存与发展面临的挑战。和平共处五项原则应当成为处理国家之间关系的基本准则。历史表明，所有的国家都应当走和平发展的道路。侵略扩张导致灾难，和平发展才能带来繁荣。世界要和平，国家要发展，社会要进步，已成为不可抗拒的时代潮流。历史表明，人类的命运休戚与共。今天，世界经济和各国之间的相互联系日益紧密，平等互利基础上的国际合作变得越来越迫切。任何国家都不能孤立于国际社会之外，更不能凌驾于国际社会之上。只有加强国际合作，才能求得共同发展。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
全国公安工作会议在北京召开，习近平出席会议并发表讲话。他强调，新的历史条件下，公安机关要坚持以新时代中国特色社会主义思想为指导，坚持总体国家安全观，坚持以人民为中心的发展思想，坚持稳中求进工作总基调，坚持政治建警、改革强警、科技兴警、从严治警，履行好党和人民赋予的新时代职责使命，努力使人民群众安全感更加充实、更有保障、更可持续，为决胜全面建成小康社会、实现“两个一百年”奋斗目标和中华民族伟大复兴的中国梦创造安全稳定的政治社会环境。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
5月7日 中共中央、国务院办公厅印发《二〇〇二——二〇〇五年全国人才队伍建设规划纲要》，提出实施人才强国战略。指出：以马列主义、毛泽东思想、邓小平理论为指导，按照“三个代表”的要求，全面贯彻干部队伍“四化”方针和德才兼备原则，着眼于各项事业的长远发展和人才的总体需求，树立发展新理念，实施“人才强国”战略，开发利用国际国内两个人才市场、两种人才资源，紧紧抓住培养人才、吸引人才、用好人才三个环节，着力建设党政人才、企业经营管理人才、专业技术人才三支队伍，为改革开放和现代化建设提供坚强的人才保证。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
5月7日 中共中央、国务院发出《关于加强青少年体育增强青少年体质的意见》，指出广大青少年身心健康、体魄强健、意志坚强、充满活力，是一个民族旺盛生命力的体现，是社会文明进步的标志，是国家综合实力的重要方面。要高度重视青少年体育工作；认真落实加强青少年体育、增强青少年体质的各项措施；加强领导，齐抓共管，形成全社会支持青少年体育工作的合力。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
5月7日 习近平会见亲民党主席宋楚瑜，指出推动两岸关系和平发展的方针政策不会改变，促进两岸交流合作、互利共赢的务实举措不会放弃，团结台湾同胞共同奋斗的真诚热情不会减弱，制止“台独”分裂图谋的坚强意志不会动摇。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
5月7日—12日 习近平出席俄罗斯纪念卫国战争胜利70周年庆典并访问俄罗斯、哈萨克斯坦、白俄罗斯。,《党史百年·天天读》· 5月7日,中共中央党史和文献研究院·党史百年·天天读
1937年11月27日  毛泽东致信表兄文运昌。信中说：家境艰难，此非一家一人情况，全国大多数人皆然，惟有合群奋斗，驱除日本帝国主义，才有生路。吾兄想来工作甚好，惟我们这里仅有衣穿饭吃，上自总司令下至火夫，待遇相同，因为我们的党专为国家民族劳苦民众做事，牺牲个人私利，故人人平等，并无薪水。我为全社会出一些力，是把我十分敬爱的外家及我家乡一切穷苦人包括在内的，我十分眷念我外家诸兄弟子侄，及一切穷苦同乡，但我只能用这种方法帮助你们，大概你们也是已经了解了的。日本帝国主义正在大举进攻，我们的工作是很紧张的，但我们都很快乐健康。并告他们，八路军的胜利就是他们大家的胜利，用以安慰大家的困苦与艰难。,《党史百年·天天读》· 11月27日,中共中央党史和文献研究院·党史百年·天天读
2015年11月27日-28日 中央扶贫开发工作会议召开。习近平讲话强调，打赢脱贫攻坚战，要做到“六个精准”，解决好“扶持谁”、“谁来扶”、“怎么扶”、“如何退”的问题，实施“五个一批”工程，加快形成中央统筹、省(自治区、直辖市)负总责、市(地)县抓落实的扶贫开发工作机制，形成五级书记抓扶贫、全党动员促攻坚的局面。29日，中共中央、国务院印发《关于打赢脱贫攻坚战的决定》。,《党史百年·天天读》· 11月27日,中共中央党史和文献研究院·党史百年·天天读
